_id,recorded_at,overall_score,role,difficulty,source,session_id,jdId,questionId,keywordRelevance,starMethodScore,vocabularyDiversity,coherenceScore,professionalTerminologyScore,overallContentScore,comp_technical,comp_clarity,comp_confidence,comp_conciseness,comp_engagement,jd_traceable,raw_additional,raw_comprehensive
69a5470fed666ed9bed7fe2e,2026-03-02 08:15:11.962000+00:00,58.0,,medium,practice,,,,50.0,0.0,100.0,50.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 60, 'feedback': 'To improve, provide more context about the conflict, your role in managing it, and the outcome. Use the STAR method to structure your response and provide specific examples.', 'competencies': None, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772439311954.0}","{'overallScore': 58, 'categoryScores': {'content': 28, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a547de26bccaea7de6b1d4,2026-03-02 08:18:38.588000+00:00,79.0,,medium,practice,,,,50.0,25.0,82.0,0.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 92, 'feedback': 'Overall, the candidate provides a clear and compelling introduction to their background and experience. The STAR method is not explicitly used, but the format is well-structured and easy to follow. Technical accuracy is strong, but some terms and acronyms may require additional context for non-experts. Consider providing more specific examples of challenges faced and lessons learned in the professional experience section, and focus on the most relevant and impressive achievements.', 'competencies': None, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772439518560.0}","{'overallScore': 79, 'categoryScores': {'content': 37, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a5481326bccaea7de6b1e0,2026-03-02 08:19:31.551000+00:00,78.0,,medium,practice,,,,50.0,0.0,89.7,50.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 92, 'feedback': 'The candidate demonstrates a good understanding of the topic, but could provide more context and depth in their explanation.', 'competencies': None, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772439571533.0}","{'overallScore': 78, 'categoryScores': {'content': 28, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a5483026bccaea7de6b1e9,2026-03-02 08:20:00.451000+00:00,60.0,,medium,practice,,,,50.0,50.0,93.8,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 60, 'feedback': 'The candidate has a good start, but they need to provide more depth and detail in their response. They should also discuss ways to mitigate overfitting, such as regularization, cross-validation, and early stopping.', 'competencies': None, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772439600442.0}","{'overallScore': 60, 'categoryScores': {'content': 36, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': [], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a560a6db4d7b0637096ae8,2026-03-02 10:04:22.234000+00:00,28.0,,medium,practice,,,,50.0,0.0,100.0,50.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 10, 'feedback': ""The response is very brief and lacks essential information about the candidate's background and experiences. It's essential to provide a more detailed and structured answer to showcase your qualifications and fit for the role."", 'competencies': None, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772445862204.0}","{'overallScore': 28, 'categoryScores': {'content': 22, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a562d23aa664328ffb10c6,2026-03-02 10:13:38.485000+00:00,34.0,,medium,practice,,,,50.0,0.0,100.0,50.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 20, 'feedback': ""The response is very brief and lacks essential information about the candidate's background and experience."", 'competencies': {'technical': 0, 'clarity': 20, 'confidence': 20, 'conciseness': 0, 'engagement': 20}, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772446418458.0}","{'overallScore': 34, 'categoryScores': {'content': 22, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a563273aa664328ffb10d5,2026-03-02 10:15:03.144000+00:00,78.0,,medium,practice,,,,50.0,25.0,88.5,33.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 92, 'feedback': 'Good job explaining the primary difference between parametric and non-parametric models. Consider adding more depth to your explanation and clarifying some technical terms.', 'competencies': {'technical': 90, 'clarity': 95, 'confidence': 80, 'conciseness': 95, 'engagement': 80}, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772446503131.0}","{'overallScore': 78, 'categoryScores': {'content': 32, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a563593aa664328ffb10e1,2026-03-02 10:15:53.682000+00:00,74.0,,medium,practice,,,,50.0,0.0,80.6,50.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 85, 'feedback': 'The candidate provided a clear and concise explanation of the primary difference between CNNs and RNNs. However, the explanation could be more detailed and include specific examples or applications to further illustrate the point.', 'competencies': {'technical': 90, 'clarity': 95, 'confidence': 80, 'conciseness': 90, 'engagement': 70}, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772446553670.0}","{'overallScore': 74, 'categoryScores': {'content': 33, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a5637c3aa664328ffb10ea,2026-03-02 10:16:28.134000+00:00,81.0,,medium,practice,,,,50.0,25.0,56.4,15.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'practice', 'teacherEvaluation': {'score': 95, 'feedback': 'Overall, the candidate provides a clear and concise explanation of batch normalization and its benefits. They demonstrate a strong understanding of the subject matter and are able to articulate the technical concepts effectively. To further improve, consider breaking up long sentences and providing more concrete examples to illustrate the concepts.', 'competencies': {'technical': 92, 'clarity': 95, 'confidence': 90, 'conciseness': 88, 'engagement': 92}, 'status': None, 'followUpQuestion': None}, 'clientTimestamp': 1772446588123.0}","{'overallScore': 81, 'categoryScores': {'content': 36, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a563f33aa664328ffb1109,2026-03-02 10:18:27.202000+00:00,35.0,,medium,live,,,,50.0,25.0,88.0,50.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'live', 'persona': 'technical', 'teacherEvaluation': {'score': 20, 'feedback': ""The candidate's response is unclear and lacks a structured approach to explaining the difference between overfitting and underfitting. The use of technical jargon and incorrect terms (e.g. 'hi variants low') suggests a lack of understanding of the concepts. The response could be significantly improved with a clear and concise explanation using the STAR method."", 'competencies': {'technical': 10, 'clarity': 10, 'confidence': 20, 'conciseness': 10, 'engagement': 10}, 'status': None, 'followUpQuestion': None}, 'mlMetrics': {'confidence': 48, 'clarity': 88, 'engagement': 25, 'overall': 25, 'audioLevel': 3, 'isSpeaking': False, 'feedback': 'Listening for your voice... Please speak clearly.'}, 'videoFeedback': {'faceDetectionRate': 0.9577566952148332, 'avgEyeContact': 0.8080287545609535, 'avgSmile': 0.4131133985846994, 'confidence': 0.6473799738410952, 'stressLevel': 0.3391502586221307, 'engagement': 0.7273040716288162, 'postureScore': 0.8558270488303291, 'gestureScore': 0.720507544093717, 'movementStability': 0.7570543600805415, 'nervousness': 0.4098601456036077}, 'clientTimestamp': 1772446707191.0}","{'overallScore': 35, 'categoryScores': {'content': 32, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
69a564173aa664328ffb1112,2026-03-02 10:19:03.452000+00:00,46.0,,medium,live,,,,50.0,0.0,95.5,50.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,False,"{'source': 'live', 'persona': 'technical', 'teacherEvaluation': {'score': 40, 'feedback': ""The response is brief and lacks detail. It's essential to explain the concept of regularization and its types to provide a comprehensive answer."", 'competencies': {'technical': 20, 'clarity': 10, 'confidence': 10, 'conciseness': 50, 'engagement': 10}, 'status': None, 'followUpQuestion': None}, 'mlMetrics': {'confidence': 38, 'clarity': 100, 'engagement': 25, 'overall': 22, 'audioLevel': 3, 'isSpeaking': False, 'feedback': 'Listening for your voice... Please speak clearly.'}, 'videoFeedback': {'faceDetectionRate': 0.9249786058776857, 'avgEyeContact': 0.7523556130112357, 'avgSmile': 0.4993743670265622, 'confidence': 0.8112971139110521, 'stressLevel': 0.2794755483601057, 'engagement': 0.5984525127528244, 'postureScore': 0.7877971783412805, 'gestureScore': 0.5336357298887576, 'movementStability': 0.899733664696893, 'nervousness': 0.29638916612927657}, 'clientTimestamp': 1772446743442.0}","{'overallScore': 46, 'categoryScores': {'content': 28, 'delivery': 75, 'engagement': 70, 'professionalism': 80}, 'strengths': ['Good speaking pace and rhythm'], 'improvements': ['Structure responses using the STAR method (Situation, Task, Action, Result)'], 'recommendations': ['Practice recording yourself to improve self-awareness', 'Prepare structured examples using the STAR method', 'Research the company and role thoroughly before interviews'], 'nextSteps': ['Continue practicing interview responses with mock questions', 'Record mock interviews monthly to track progress'], 'feedback': '', 'status': 'unknown', 'followUp': '', 'competencies': {'technical': 0, 'clarity': 0, 'confidence': 0, 'conciseness': 0, 'engagement': 0}}"
